Date,Open,High,Low,Close,Adj Close,Volume
2015-5-18,212.240005,213.399994,212.160004,213.100006,202.428055,72785600
2015-5-19,213.240005,213.570007,212.690002,213.029999,202.361557,72114600
2015-5-20,213.149994,213.779999,212.5,212.880005,202.219055,76857500
2015-5-21,212.710007,213.75,212.509995,213.5,202.808014,64764600
2015-5-22,213.039993,213.539993,212.910004,212.990005,202.323578,57433500
2015-5-26,212.399994,212.910004,210.199997,210.699997,200.148239,124308600
2015-5-27,211.25,212.979996,210.759995,212.699997,202.048065,93214000
2015-5-28,212.330002,212.589996,211.630005,212.460007,201.820114,74974600
2015-5-29,212.380005,212.429993,210.820007,211.139999,200.566223,111964800
2015-6-1,211.940002,212.339996,210.619995,211.570007,200.974686,93338800
2015-6-2,211.020004,212.190002,210.270004,211.360001,200.775192,89527800
2015-6-3,212,212.669998,211.330002,211.919998,201.307129,87820900
2015-6-4,211.070007,211.860001,209.75,210.130005,199.606812,151882800
2015-6-5,209.949997,210.580002,208.979996,209.770004,199.264816,121704700
2015-6-8,209.639999,209.820007,208.389999,208.419998,197.982407,85339800
2015-6-9,208.449997,209.100006,207.690002,208.449997,198.010941,105034700
2015-6-10,209.369995,211.410004,209.300003,210.960007,200.395233,134551300
2015-6-11,211.479996,212.089996,211.199997,211.649994,201.050659,73876400
2015-6-12,210.639999,211.479996,209.679993,209.929993,199.416779,135382400
2015-6-15,208.639999,209.449997,207.789993,209.100006,198.628357,124384200
2015-6-16,208.929993,210.350006,208.720001,210.25,199.720764,85308200
2015-6-17,210.589996,211.320007,209.360001,210.589996,200.043747,126708600
2015-6-18,211.309998,213.339996,210.630005,212.710007,202.057587,165867900
2015-6-19,211.460007,211.550003,210.360001,210.809998,201.227112,130478700
2015-6-22,211.910004,212.589996,211.639999,211.889999,202.258041,70696000
2015-6-23,212.139999,212.440002,211.570007,212.050003,202.410767,68476800
2015-6-24,211.720001,212.169998,210.470001,210.509995,200.940765,92307300
2015-6-25,211.100006,211.25,209.770004,209.830002,200.291672,97107400
2015-6-26,210.289993,210.580002,209.160004,209.899994,200.35849,104174800
2015-6-29,208.050003,209.830002,205.330002,205.470001,196.129883,202621300
2015-6-30,207.259995,207.320007,205.279999,205.889999,196.530777,182925100
2015-7-1,207.729996,208.029999,206.559998,207.570007,198.13443,135979900
2015-7-2,208.070007,208.270004,206.809998,207.320007,197.895798,104373700
2015-7-6,205.770004,207.649994,205.529999,206.669998,197.275314,117975400
2015-7-7,206.960007,208.169998,204.110001,208.009995,198.554398,173820200
2015-7-8,206.419998,206.759995,204.25,204.529999,195.23259,164020100
2015-7-9,207.039993,207.350006,204.770004,204.800003,195.490326,144113100
2015-7-10,207.289993,207.979996,204.949997,207.479996,198.048508,129456900
2015-7-13,208.990005,209.899994,208.940002,209.759995,200.224838,106069400
2015-7-14,209.720001,211.050003,209.649994,210.720001,201.141205,81709600
2015-7-15,210.729996,211.279999,210.039993,210.630005,201.055313,97914100
2015-7-16,211.869995,212.300003,211.580002,212.270004,202.620773,106683300
2015-7-17,212.289993,212.550003,211.800003,212.470001,202.811676,89030000
2015-7-20,212.75,213.179993,212.210007,212.619995,202.954849,65523100
2015-7-21,212.429993,212.740005,211.389999,211.759995,202.133942,77965000
2015-7-22,210.929993,211.770004,210.889999,211.289993,201.685318,88667900
2015-7-23,211.529999,211.649994,209.75,210.139999,200.58757,90509100
2015-7-24,210.300003,210.369995,207.600006,207.940002,198.487595,117755000
2015-7-27,208,208,206.259995,206.740005,197.342163,132361100
2015-7-28,207.789993,209.5,206.800003,209.309998,199.795319,123544800
2015-7-29,209.479996,211.039993,209.309998,210.770004,201.188965,105791300
2015-7-30,210.160004,211.020004,209.419998,210.820007,201.236664,91304400
2015-7-31,211.419998,211.449997,210.160004,210.449997,200.883484,103266900
2015-8-3,210.460007,210.529999,208.649994,209.729996,200.196228,113965700
2015-8-4,209.699997,210.25,208.800003,209.320007,199.804901,81820800
2015-8-5,210.449997,211.309998,209.729996,210.100006,200.549408,85786800
2015-8-6,210.289993,210.419998,207.649994,208.350006,198.878952,116030800
2015-8-7,208.160004,208.339996,206.869995,207.919998,198.468506,117858000
2015-8-10,209.279999,210.669998,209.279999,210.630005,201.055313,80270700
2015-8-11,208.970001,209.470001,207.759995,208.660004,199.174866,117481700
2015-8-12,207.110001,209.139999,205.360001,208.919998,199.42305,172123700
2015-8-13,208.729996,209.550003,208.009995,208.699997,199.213058,89383300
2015-8-14,208.429993,209.509995,208.259995,209.360001,199.843033,69387000
2015-8-17,208.710007,210.589996,208.160004,210.559998,200.988495,79072600
2015-8-18,210.259995,210.679993,209.699997,209.929993,200.387131,71692700
2015-8-19,209.089996,210.009995,207.350006,208.279999,198.812164,172946000
2015-8-20,206.509995,208.289993,203.899994,204.009995,194.736252,194327900
2015-8-21,201.729996,203.940002,197.520004,197.630005,188.646271,346588500
2015-8-24,197.630005,197.630005,182.399994,189.550003,180.933563,507244300
2015-8-25,195.429993,195.449997,186.919998,187.229996,178.719009,369833100
2015-8-26,192.080002,194.789993,188.369995,194.679993,185.830338,339257000
2015-8-27,197.020004,199.419998,195.210007,199.160004,190.106735,274143900
2015-8-28,198.5,199.839996,197.919998,199.240005,190.18309,160414400
2015-8-31,198.110001,199.130005,197.009995,197.539993,188.560333,154471400
2015-9-1,193.119995,194.770004,190.729996,191.770004,183.052628,256000400
2015-9-2,194.619995,195.460007,192.419998,195.410004,186.527176,160269300
2015-9-3,196.259995,198.050003,194.960007,195.649994,186.756287,152087800
2015-9-4,192.850006,193.860001,191.610001,192.589996,183.835388,207081000
2015-9-8,195.940002,197.610001,195.169998,197.460007,188.483994,116025700
2015-9-9,199.320007,199.470001,194.350006,194.759995,185.906708,140901400
2015-9-10,194.559998,197.220001,194.25,195.850006,186.947174,158611100
2015-9-11,195.380005,196.820007,194.529999,196.740005,187.796707,119691200
2015-9-14,196.949997,197.009995,195.429993,195.979996,187.071259,79452000
2015-9-15,196.610001,198.990005,195.960007,198.449997,189.42897,108455800
2015-9-16,198.820007,200.410004,198.410004,200.139999,191.042175,99581600
2015-9-17,200.020004,202.889999,199.279999,199.699997,190.622177,276046600
2015-9-18,195.710007,198.679993,194.960007,195.360001,187.449081,213315400
2015-9-21,196.440002,197.679993,195.210007,196.440002,188.485336,105726200
2015-9-22,193.880005,194.460007,192.559998,193.899994,186.048203,153890900
2015-9-23,194.110001,194.669998,192.910004,193.600006,185.76033,92790600
2015-9-24,192.149994,193.449997,190.559998,192.929993,185.117477,159378800
2015-9-25,194.639999,195,191.809998,192.869995,185.059891,155054800
2015-9-28,191.779999,191.910004,187.639999,187.910004,180.300735,178515900
2015-9-29,188.270004,189.740005,186.929993,188.080002,180.463852,159045600
2015-9-30,190.369995,191.830002,189.440002,191.589996,183.831741,152593200
2015-10-1,192.080002,192.490005,189.820007,192.130005,184.349884,131079000
2015-10-2,189.770004,195.029999,189.119995,195,187.103653,211003300
2015-10-5,196.460007,198.740005,196.330002,198.470001,190.433151,126320800
2015-10-6,198.309998,198.979996,197,197.789993,189.780655,110274500
2015-10-7,198.899994,199.830002,197.479996,199.410004,191.335052,124307300
2015-10-8,198.949997,201.550003,198.589996,201.210007,193.062195,153055200
2015-10-9,201.380005,201.899994,200.580002,201.330002,193.177322,107069200
2015-10-12,201.419998,201.759995,200.910004,201.520004,193.359619,56395600
2015-10-13,200.649994,202.160004,200.050003,200.25,192.141052,88038700
2015-10-14,200.179993,200.869995,198.940002,199.289993,191.219925,99106200
2015-10-15,200.080002,202.360001,199.639999,202.350006,194.156036,134142200
2015-10-16,202.830002,203.289993,201.919998,203.270004,195.038757,114580100
2015-10-19,202.5,203.369995,202.130005,203.369995,195.13472,76523900
2015-10-20,202.850006,203.839996,202.550003,203.110001,194.885239,78448500
2015-10-21,203.610001,203.789993,201.649994,201.850006,193.67627,102038000
2015-10-22,202.979996,205.509995,201.850006,205.210007,196.900223,174911700
2015-10-23,207.25,207.949997,206.300003,207.520004,199.116684,144442300
2015-10-26,207.300003,207.369995,206.559998,206.990005,198.608124,69033000
2015-10-27,206.199997,207,205.789993,206.570007,198.205124,77905800
2015-10-28,207,208.979996,206.210007,208.940002,200.479156,135906700
2015-10-29,208.350006,209.270004,208.210007,208.889999,200.431198,84727800
2015-10-30,209.059998,209.440002,207.740005,207.929993,199.510071,131076900
2015-11-2,208.320007,210.619995,208.169998,210.389999,201.870438,86270800
2015-11-3,209.970001,211.660004,209.699997,211,202.45575,95246100
2015-11-4,211.350006,211.5,209.720001,210.380005,201.860855,90967700
2015-11-5,210.429993,210.979996,209.089996,210.149994,201.640137,78408700
2015-11-6,209.740005,210.320007,208.460007,210.039993,201.534607,110471500
2015-11-9,209.309998,209.490005,206.949997,208.080002,199.653992,131008700
2015-11-10,207.509995,208.600006,207.190002,208.559998,200.114563,75874600
2015-11-11,208.880005,208.940002,207.660004,207.740005,199.327774,67846000
2015-11-12,206.5,207.059998,204.820007,204.839996,196.545181,121315200
2015-11-13,204.350006,204.669998,202.440002,202.539993,194.338318,153577100
2015-11-16,202.320007,205.690002,202.179993,205.619995,197.293594,117645200
2015-11-17,205.990005,207.039993,204.880005,205.470001,197.149673,121123700
2015-11-18,206.039993,208.899994,205.990005,208.729996,200.277679,121342500
2015-11-19,208.589996,209.050003,208.199997,208.550003,200.104935,88220500
2015-11-20,209.449997,210.119995,208.860001,209.309998,200.834167,94011500
2015-11-23,209.380005,209.979996,208.520004,209.070007,200.603912,64931200
2015-11-24,207.869995,209.830002,207.410004,209.350006,200.872559,98874400
2015-11-25,209.5,209.740005,209.009995,209.320007,200.843796,51980100
2015-11-27,209.429993,209.800003,208.860001,209.559998,201.074051,37317800
2015-11-30,209.75,209.889999,208.559998,208.690002,200.239273,112822700
2015-12-1,209.440002,210.820007,209.110001,210.679993,202.148697,97858400
2015-12-2,210.619995,211,208.229996,208.529999,200.085754,108441300
2015-12-3,208.830002,209.149994,204.75,205.610001,197.284027,166224200
2015-12-4,205.610001,209.970001,205.610001,209.619995,201.131638,192913900
2015-12-7,209.229996,209.729996,207.199997,208.350006,199.913055,102027100
2015-12-8,206.490005,208.289993,205.779999,206.949997,198.569717,103372400
2015-12-9,206.190002,208.679993,204.179993,205.339996,197.024933,162401500
2015-12-10,205.419998,207.429993,205.139999,205.869995,197.533478,115196800
2015-12-11,203.350006,204.139999,201.509995,201.880005,193.705078,211173300
2015-12-14,202.070007,203.050003,199.949997,202.899994,194.683716,176235400
2015-12-15,204.699997,206.110001,202.869995,205.029999,196.727493,154069600
2015-12-16,206.369995,208.389999,204.800003,208.029999,199.606003,197017000
2015-12-17,208.399994,208.479996,204.839996,204.860001,196.564377,173092500
2015-12-18,202.770004,202.929993,199.830002,200.020004,193.062592,251393500
2015-12-21,201.410004,201.880005,200.089996,201.669998,194.655182,99094300
2015-12-22,202.720001,203.850006,201.550003,203.5,196.421539,103602200
2015-12-23,204.690002,206.070007,204.580002,206.020004,198.853882,110987200
2015-12-24,205.720001,206.330002,205.419998,205.679993,198.525696,48542200
2015-12-28,204.860001,205.259995,203.940002,205.210007,198.072052,64967100
2015-12-29,206.509995,207.789993,206.470001,207.399994,200.185867,92640700
2015-12-30,207.110001,207.210007,205.759995,205.929993,198.766998,63317700
2015-12-31,205.130005,205.889999,203.869995,203.869995,196.778656,114877900
2016-1-4,200.490005,201.029999,198.589996,201.020004,194.027802,222353500
2016-1-5,201.399994,201.899994,200.050003,201.360001,194.355972,110845800
2016-1-6,198.339996,200.059998,197.600006,198.820007,191.904297,152112600
2016-1-7,195.330002,197.440002,193.589996,194.050003,187.300232,213436100
2016-1-8,195.190002,195.850006,191.580002,191.919998,185.244324,209817200
2016-1-11,193.009995,193.410004,189.820007,192.110001,185.427719,185113200
2016-1-12,193.820007,194.550003,191.139999,193.660004,186.923798,172330500
2016-1-13,194.449997,194.860001,188.380005,188.830002,182.26181,221168900
2016-1-14,189.550003,193.259995,187.660004,191.929993,185.253952,240795600
2016-1-15,186.770004,188.759995,185.520004,187.809998,181.277283,324846400
2016-1-19,189.960007,190.110001,186.199997,188.059998,181.518585,195244400
2016-1-20,185.029999,187.5,181.020004,185.649994,179.192429,286547800
2016-1-21,186.210007,188.869995,184.639999,186.690002,180.196243,195772900
2016-1-22,189.779999,190.759995,188.880005,190.520004,183.893005,168319600
2016-1-25,189.919998,190.149994,187.410004,187.639999,181.11319,130371700
2016-1-26,188.419998,190.529999,188.020004,190.199997,183.584122,137269900
2016-1-27,189.580002,191.559998,187.059998,188.130005,181.586151,185681700
2016-1-28,189.960007,190.199997,187.160004,189.110001,182.532059,143798800
2016-1-29,190.020004,193.880005,189.880005,193.720001,186.981705,210529300
2016-2-1,192.529999,194.580002,191.839996,193.649994,186.914139,136061600
2016-2-2,191.960007,191.970001,189.539993,190.160004,183.545532,182564900
2016-2-3,191.410004,191.779999,187.100006,191.300003,184.645874,205054900
2016-2-4,190.710007,192.75,189.960007,191.600006,184.935455,136318100
2016-2-5,190.990005,191.669998,187.199997,187.949997,181.412415,180788300
2016-2-8,185.770004,186.119995,182.800003,185.419998,178.970413,191526700
2016-2-9,183.360001,186.940002,183.199997,185.429993,178.980057,176478700
2016-2-10,186.410004,188.339996,185.119995,185.270004,178.825623,148214100
2016-2-11,182.339996,184.100006,181.089996,182.860001,176.499466,219058900
2016-2-12,184.960007,186.649994,183.960007,186.630005,180.138336,127632400
2016-2-16,188.770004,189.809998,187.630005,189.779999,183.178757,120250700
2016-2-17,191.160004,193.320007,191.009995,192.880005,186.170944,136009500
2016-2-18,193.199997,193.270004,191.720001,192.089996,185.408401,102343000
2016-2-19,191.169998,192.179993,190.449997,192,185.321533,114793000
2016-2-22,193.869995,194.949997,193.789993,194.779999,188.004852,103640300
2016-2-23,194,194.320007,192.179993,192.320007,185.630402,111455300
2016-2-24,190.630005,193.529999,189.320007,193.199997,186.479797,150812200
2016-2-25,193.729996,195.550003,192.830002,195.539993,188.738388,107512400
2016-2-26,196.570007,196.679993,194.899994,195.089996,188.304062,129833700
2016-2-29,195.110001,196.229996,193.330002,193.559998,186.827271,125918100
2016-3-1,195.009995,198.210007,194.449997,198.110001,191.219009,141799700
2016-3-2,197.740005,199.059998,197.25,199,192.078049,102415000
2016-3-3,198.789993,199.800003,198.110001,199.779999,192.830933,94146200
2016-3-4,200.009995,201.350006,199.029999,200.429993,193.458298,129293600
2016-3-7,199.339996,201.070007,199.25,200.589996,193.612747,100219000
2016-3-8,199.320007,199.919998,198.210007,198.399994,191.498901,123974900
2016-3-9,199.360001,199.789993,198.429993,199.380005,192.444855,94801200
2016-3-10,199.960007,201.070007,197.380005,199.539993,192.599243,153608200
2016-3-11,201.259995,202.809998,199.520004,202.759995,195.70726,137964500
2016-3-14,202.160004,203.039993,201.770004,202.5,195.456329,73612000
2016-3-15,201.360001,202.529999,201.050003,202.169998,195.137802,93169100
2016-3-16,201.600006,203.820007,201.550003,203.339996,196.267075,129303200
2016-3-17,203.240005,205.229996,202.770004,204.630005,197.512222,134278500
2016-3-18,204.169998,204.779999,203.800003,204.380005,198.288376,138372400
2016-3-21,204.070007,204.940002,203.800003,204.669998,198.569702,72926700
2016-3-22,203.759995,205.229996,203.570007,204.559998,198.463013,97471900
2016-3-23,204.110001,204.330002,203.009995,203.210007,197.153229,81052500
2016-3-24,202,203.160004,201.740005,203.119995,197.065903,84360900
2016-3-28,203.610001,203.860001,202.710007,203.240005,197.182358,62408200
2016-3-29,202.759995,205.25,202.399994,205.119995,199.006317,90418600
2016-3-30,206.300003,206.869995,205.589996,206.020004,199.879501,86365300
2016-3-31,205.910004,206.410004,205.330002,205.520004,199.394394,94584100
2016-4-1,204.350006,207.139999,203.979996,206.919998,200.75267,114423500
2016-4-4,206.830002,207.070007,205.889999,206.25,200.102631,63497000
2016-4-5,204.669998,206.259995,203.889999,204.190002,198.104019,99662200
2016-4-6,204.190002,206.490005,203.979996,206.419998,200.267578,89889800
2016-4-7,205.139999,205.559998,203.089996,203.949997,197.871201,113859000
2016-4-8,205.339996,205.850006,203.869995,204.5,198.4048,95040600
2016-4-11,205.25,206.070007,203.910004,204.020004,197.939102,83757500
2016-4-12,204.220001,206.25,203.699997,205.919998,199.782471,110162100
2016-4-13,207,208.100006,206.839996,208,201.800476,96336400
2016-4-14,208.070007,208.600006,207.600006,208.009995,201.810165,60422700
2016-4-15,208.009995,208.169998,207.399994,207.779999,201.587036,75761600
2016-4-18,207.779999,209.279999,207,209.240005,203.00351,75277700
2016-4-19,209.740005,210.199997,208.940002,209.899994,203.643829,88316100
2016-4-20,209.949997,210.919998,209.389999,210.100006,203.837891,81100300
2016-4-21,210.119995,210.25,208.649994,208.970001,202.741562,85695000
2016-4-22,208.550003,209.289993,207.910004,208.970001,202.741562,99251700
2016-4-25,208.259995,208.660004,207.539993,208.610001,202.392303,66166500
2016-4-26,209.039993,209.520004,208.360001,208.919998,202.693039,75864200
2016-4-27,208.470001,209.809998,208.050003,209.350006,203.110245,77329400
2016-4-28,208.460007,209.759995,206.960007,207.449997,201.266861,97216200
2016-4-29,206.720001,207.130005,205.029999,206.330002,200.180267,142424100
2016-5-2,206.919998,208.179993,206.410004,207.970001,201.771393,62188000
2016-5-3,206.520004,206.800003,205.279999,206.160004,200.01532,106422100
2016-5-4,204.990005,205.850006,204.419998,205.009995,198.899582,92243800
2016-5-5,205.559998,205.979996,204.470001,204.970001,198.860809,67619200
2016-5-6,204.059998,205.770004,203.880005,205.720001,199.588425,89315000
2016-5-9,205.570007,206.399994,205.360001,205.889999,199.753357,74374900
2016-5-10,206.720001,208.470001,206.639999,208.449997,202.237061,74236100
2016-5-11,207.910004,208.539993,206.5,206.5,200.345169,81727000
2016-5-12,207.289993,207.490005,205.369995,206.559998,200.403397,89586300
2016-5-13,206.210007,206.860001,204.380005,204.759995,198.657043,96474600
2016-5-16,204.960007,207.339996,204.889999,206.779999,200.616852,77486800
2016-5-17,206.460007,206.800003,204.229996,204.850006,198.744354,114924900
2016-5-18,204.440002,206.300003,203.630005,204.910004,198.802582,123493400
2016-5-19,204.059998,204.539993,202.779999,204.199997,198.113754,115430500
2016-5-20,204.919998,206.100006,204.860001,205.490005,199.36528,104990400
2016-5-23,205.509995,205.839996,204.990005,205.210007,199.093643,58117700
2016-5-24,206.169998,208.240005,206.139999,207.869995,201.674347,93537800
2016-5-25,208.669998,209.770004,207.869995,209.279999,203.042328,76621400
2016-5-26,209.440002,209.710007,208.970001,209.339996,203.10054,53087800
2016-5-27,209.529999,210.25,209.470001,210.240005,203.973724,64211200
2016-5-31,210.559998,210.690002,209.179993,209.839996,203.585632,109879400
2016-6-1,209.119995,210.479996,208.889999,210.270004,204.002808,69936200
2016-6-2,209.800003,210.929993,209.240005,210.910004,204.623734,60661400
2016-6-3,210.25,210.690002,208.860001,210.279999,204.012512,101757100
2016-6-6,210.699997,211.770004,210.509995,211.350006,205.050644,64887000
2016-6-7,211.529999,212.339996,211.5,211.679993,205.370773,60974800
2016-6-8,211.839996,212.520004,211.690002,212.369995,206.040222,66170900
2016-6-9,211.509995,212.220001,211.190002,212.080002,205.75885,73786900
2016-6-10,210.460007,210.860001,209.429993,210.070007,203.808792,113829200
2016-6-13,209.360001,210.369995,208.350006,208.449997,202.237061,117751200
2016-6-14,208,208.740005,206.919998,208.039993,201.839279,125059300
2016-6-15,208.039993,209.360001,207.529999,207.75,201.557938,109124500
2016-6-16,207.75,208.570007,205.589996,208.369995,202.159454,149533100
2016-6-17,207.169998,207.199997,205.75,206.520004,201.40657,117055700
2016-6-20,208.820007,209.610001,207.75,207.850006,202.703644,82789600
2016-6-21,208.300003,208.919998,207.779999,208.440002,203.279022,72461700
2016-6-22,208.649994,209.5,207.929993,208.100006,202.947449,95560500
2016-6-23,209.809998,210.869995,209.270004,210.809998,205.590332,102731400
2016-6-24,203.630005,210.850006,202.720001,203.240005,198.207794,333444400
2016-6-27,201.589996,201.600006,198.649994,199.600006,194.657913,230775800
2016-6-28,201.479996,203.229996,201.119995,203.199997,198.168762,159382400
2016-6-29,204.839996,206.929993,204.720001,206.660004,201.543091,137328600
2016-6-30,207.210007,209.539993,206.559998,209.479996,204.293274,165021900
2016-7-1,209.479996,210.490005,209.289993,209.919998,204.722366,106055300
2016-7-5,208.949997,209.080002,207.710007,208.410004,203.249756,109803700
2016-7-6,207.830002,209.800003,207.059998,209.660004,204.468842,96021500
2016-7-7,209.869995,210.649994,208.630005,209.529999,204.34201,81705800
2016-7-8,211.050003,212.940002,210.779999,212.649994,207.384766,133971000
2016-7-11,213.190002,214.070007,212.949997,213.399994,208.116226,73633900
2016-7-12,214.529999,215.300003,213.429993,214.949997,209.627838,101275600
2016-7-13,215.440002,215.449997,214.350006,214.919998,209.598572,87324100
2016-7-14,216.399994,216.669998,215.660004,216.119995,210.768875,91230900
2016-7-15,216.779999,217.009995,215.309998,215.830002,210.486038,107155400
2016-7-18,215.970001,216.600006,215.669998,216.410004,211.051697,58725900
2016-7-19,215.919998,216.229996,215.630005,216.190002,210.837143,54345700
2016-7-20,216.190002,217.369995,216.190002,217.089996,211.714844,58159500
2016-7-21,216.960007,217.220001,215.75,216.270004,210.915146,67777300
2016-7-22,216.410004,217.300003,216.100006,217.240005,211.861145,62787500
2016-7-25,217,217.059998,215.970001,216.649994,211.285736,55873100
2016-7-26,216.529999,217.169998,215.759995,216.75,211.38327,70080500
2016-7-27,217.190002,217.270004,215.619995,216.520004,211.158981,80870400
2016-7-28,216.289993,217.110001,215.75,216.770004,211.402786,65035700
2016-7-29,216.460007,217.539993,216.130005,217.119995,211.744095,79519400
2016-8-1,217.190002,217.649994,216.410004,216.940002,211.568573,73311400
2016-8-2,216.649994,216.830002,214.570007,215.550003,210.212997,92295500
2016-8-3,215.479996,216.25,215.130005,216.179993,210.827377,53993600
2016-8-4,216.309998,216.779999,214.25,216.410004,211.051697,44476100
2016-8-5,216.410004,218.229996,216.410004,218.179993,212.777847,71892200
2016-8-8,218.399994,218.520004,217.740005,218.050003,212.651093,39906500
2016-8-9,218.130005,218.759995,217.800003,218.179993,212.777847,51251700
2016-8-10,218.309998,218.399994,217.229996,217.639999,212.251236,57941100
2016-8-11,218.259995,218.940002,217.949997,218.649994,213.236221,68960100
2016-8-12,218.289993,218.710007,217.990005,218.460007,213.050934,61313500
2016-8-15,218.889999,219.5,218.880005,219.089996,213.665344,49813500
2016-8-16,218.600006,218.679993,217.960007,217.960007,212.563309,53213600
2016-8-17,218,218.529999,217.020004,218.369995,212.96315,75134300
2016-8-18,218.339996,218.899994,218.210007,218.860001,213.44104,52989300
2016-8-19,218.309998,218.75,217.740005,218.539993,213.128937,75443000
2016-8-22,218.259995,218.800003,217.830002,218.529999,213.119186,61368800
2016-8-23,219.25,219.600006,218.899994,218.970001,213.548325,53399200
2016-8-24,218.800003,218.910004,217.360001,217.850006,212.456039,71728900
2016-8-25,217.399994,218.190002,217.220001,217.699997,212.309738,69224800
2016-8-26,217.919998,219.119995,216.25,217.289993,211.909882,122506300
2016-8-29,217.440002,218.669998,217.399994,218.360001,212.953415,68606100
2016-8-30,218.259995,218.589996,217.350006,218,212.60231,58114500
2016-8-31,217.610001,217.75,216.470001,217.380005,211.997681,85269500
2016-9-1,217.369995,217.729996,216.029999,217.389999,212.007401,97844200
2016-9-2,218.389999,218.869995,217.699997,218.369995,212.96315,79293900
2016-9-6,218.699997,219.119995,217.860001,219.029999,213.606827,56702100
2016-9-7,218.839996,219.220001,218.300003,219.009995,213.587296,76554900
2016-9-8,218.619995,218.940002,218.149994,218.509995,213.099701,73011600
2016-9-9,216.970001,217.029999,213.25,213.279999,207.999191,221589100
2016-9-12,212.389999,216.809998,212.309998,216.339996,210.983398,168110900
2016-9-13,214.839996,215.149994,212.5,213.229996,207.950409,182828800
2016-9-14,213.289993,214.699997,212.5,213.149994,207.872406,134185500
2016-9-15,212.960007,215.729996,212.75,215.279999,209.949646,134427900
2016-9-16,213.479996,213.690002,212.570007,213.369995,209.138077,155236400
2016-9-19,214.130005,214.880005,213.029999,213.410004,209.177277,78968600
2016-9-20,214.410004,214.589996,213.380005,213.419998,209.187073,69665300
2016-9-21,214.240005,216.029999,213.440002,215.820007,211.539505,110284400
2016-9-22,217,217.529999,216.710007,217.179993,212.872513,76678700
2016-9-23,216.720001,216.880005,215.880005,215.990005,211.706116,73630900
2016-9-26,215.020004,215.229996,214.009995,214.240005,209.990829,89827300
2016-9-27,214.050003,215.679993,213.619995,215.570007,211.294464,78494800
2016-9-28,215.830002,216.820007,214.710007,216.639999,212.343246,87411000
2016-9-29,216.399994,216.869995,214.039993,214.679993,210.422104,128070600
2016-9-30,215.649994,217.119995,215.360001,216.300003,212.009979,117202900
2016-10-3,215.820007,216.039993,215.039993,215.779999,211.500275,83512100
2016-10-4,215.910004,216.169998,213.990005,214.679993,210.422104,119948100
2016-10-5,215.410004,216.130005,215.330002,215.630005,211.353287,72816000
2016-10-6,215.369995,216.039993,214.740005,215.779999,211.500275,62927400
2016-10-7,216.100006,216.300003,214.190002,215.039993,210.774948,89788300
2016-10-10,216.160004,216.699997,215.990005,216.160004,211.872757,50602600
2016-10-11,215.660004,215.740005,212.580002,213.429993,209.196884,130367400
2016-10-12,213.589996,214.320007,213.009995,213.710007,209.471359,73866100
2016-10-13,212.160004,213.589996,211.210007,213.009995,208.785217,101357000
2016-10-14,214.149994,214.690002,213.029999,213.119995,208.893036,93346200
2016-10-17,213.089996,213.389999,212.169998,212.380005,208.16774,58275700
2016-10-18,214.240005,214.309998,213.270004,213.710007,209.471359,74250300
2016-10-19,214.020004,214.639999,213.600006,214.279999,210.030045,66519200
2016-10-20,213.869995,214.529999,213.110001,213.880005,209.637985,73639800
2016-10-21,213.880005,214.080002,212.759995,213.979996,209.735977,89089100
2016-10-24,215,215.320007,214.479996,214.889999,210.62796,60146600
2016-10-25,214.679993,214.979996,213.979996,214.169998,209.922211,66542300
2016-10-26,213.210007,214.419998,212.929993,213.740005,209.500748,75705500
2016-10-27,214.580002,214.619995,213.080002,213.169998,208.942047,77220200
2016-10-28,213.139999,213.929993,211.710007,212.539993,208.324539,140623200
2016-10-31,212.929993,213.190002,212.360001,212.550003,208.334351,61272500
2016-11-1,212.929993,212.990005,209.600006,211.009995,206.82489,122781800
2016-11-2,210.649994,211.100006,209.229996,209.740005,205.580078,103330800
2016-11-3,209.990005,210.240005,208.460007,208.779999,204.639114,88939300
2016-11-4,208.910004,209.889999,208.380005,208.550003,204.413681,109122100
2016-11-7,208.550003,213.190002,208.550003,213.149994,208.92244,109794900
2016-11-8,212.690002,214.770004,212.380005,214.110001,209.863403,102268300
2016-11-9,212.369995,217.100006,212.339996,216.380005,212.088394,258429000
2016-11-10,217.300003,218.309998,215.220001,216.919998,212.617661,172113300
2016-11-11,216.080002,216.699997,215.320007,216.419998,212.127594,100552700
2016-11-14,217.029999,217.270004,215.720001,216.589996,212.29422,91861000
2016-11-15,217.039993,218.279999,216.800003,218.279999,213.950699,91652600
2016-11-16,217.559998,218.139999,217.419998,217.869995,213.548828,64761400
2016-11-17,218.050003,219.059998,217.919998,218.990005,214.646622,69797200
2016-11-18,219.070007,219.270004,218.289993,218.5,214.166336,86265800
2016-11-21,219.169998,220.179993,219,220.149994,215.783615,72402600
2016-11-22,220.509995,220.789993,219.729996,220.580002,216.205093,67429000
2016-11-23,219.979996,220.759995,219.75,220.699997,216.322693,54690100
2016-11-25,221.100006,221.559998,221.009995,221.520004,217.126434,37872300
2016-11-28,221.160004,221.479996,220.360001,220.479996,216.107071,76572500
2016-11-29,220.520004,221.440002,220.169998,220.910004,216.528534,69886700
2016-11-30,221.630005,221.820007,220.309998,220.380005,216.009033,113291800
2016-12-1,220.729996,220.729996,219.149994,219.570007,215.215134,79040500
